param p_codifiedMatrixExtPoints : 1  2 3 4 5 6 7   := 
1	0	0	2	4	4	4	4	
2	0	0	3	4	4	4	4	
3	0	0	4	2	4	4	4	
4	0	0	4	3	4	4	4	
5	0	0	4	4	2	4	4	
6	0	0	4	4	3	4	4	
7	0	0	4	4	4	2	4	
8	0	0	4	4	4	3	4	
9	0	0	4	4	4	4	2	
10	0	0	4	4	4	4	3	
11	0	1	2	4	4	4	4	
12	0	1	3	4	4	4	4	
13	0	1	4	2	4	4	4	
14	0	1	4	3	4	4	4	
15	0	1	4	4	2	4	4	
16	0	1	4	4	3	4	4	
17	0	1	4	4	4	2	4	
18	0	1	4	4	4	3	4	
19	0	1	4	4	4	4	2	
20	0	1	4	4	4	4	3	
21	1	0	2	4	4	4	4	
22	1	0	3	4	4	4	4	
23	1	0	4	2	4	4	4	
24	1	0	4	3	4	4	4	
25	1	0	4	4	2	4	4	
26	1	0	4	4	3	4	4	
27	1	0	4	4	4	2	4	
28	1	0	4	4	4	3	4	
29	1	0	4	4	4	4	2	
30	1	0	4	4	4	4	3	
31	1	1	2	4	4	4	4	
32	1	1	3	4	4	4	4	
33	1	1	4	2	4	4	4	
34	1	1	4	3	4	4	4	
35	1	1	4	4	2	4	4	
36	1	1	4	4	3	4	4	
37	1	1	4	4	4	2	4	
38	1	1	4	4	4	3	4	
39	1	1	4	4	4	4	2	
40	1	1	4	4	4	4	3	
41	0	2	0	4	4	4	4	
42	0	3	0	4	4	4	4	
43	0	4	0	2	4	4	4	
44	0	4	0	3	4	4	4	
45	0	4	0	4	2	4	4	
46	0	4	0	4	3	4	4	
47	0	4	0	4	4	2	4	
48	0	4	0	4	4	3	4	
49	0	4	0	4	4	4	2	
50	0	4	0	4	4	4	3	
51	0	2	1	4	4	4	4	
52	0	3	1	4	4	4	4	
53	0	4	1	2	4	4	4	
54	0	4	1	3	4	4	4	
55	0	4	1	4	2	4	4	
56	0	4	1	4	3	4	4	
57	0	4	1	4	4	2	4	
58	0	4	1	4	4	3	4	
59	0	4	1	4	4	4	2	
60	0	4	1	4	4	4	3	
61	1	2	0	4	4	4	4	
62	1	3	0	4	4	4	4	
63	1	4	0	2	4	4	4	
64	1	4	0	3	4	4	4	
65	1	4	0	4	2	4	4	
66	1	4	0	4	3	4	4	
67	1	4	0	4	4	2	4	
68	1	4	0	4	4	3	4	
69	1	4	0	4	4	4	2	
70	1	4	0	4	4	4	3	
71	1	2	1	4	4	4	4	
72	1	3	1	4	4	4	4	
73	1	4	1	2	4	4	4	
74	1	4	1	3	4	4	4	
75	1	4	1	4	2	4	4	
76	1	4	1	4	3	4	4	
77	1	4	1	4	4	2	4	
78	1	4	1	4	4	3	4	
79	1	4	1	4	4	4	2	
80	1	4	1	4	4	4	3	
81	0	2	4	0	4	4	4	
82	0	3	4	0	4	4	4	
83	0	4	2	0	4	4	4	
84	0	4	3	0	4	4	4	
85	0	4	4	0	2	4	4	
86	0	4	4	0	3	4	4	
87	0	4	4	0	4	2	4	
88	0	4	4	0	4	3	4	
89	0	4	4	0	4	4	2	
90	0	4	4	0	4	4	3	
91	0	2	4	1	4	4	4	
92	0	3	4	1	4	4	4	
93	0	4	2	1	4	4	4	
94	0	4	3	1	4	4	4	
95	0	4	4	1	2	4	4	
96	0	4	4	1	3	4	4	
97	0	4	4	1	4	2	4	
98	0	4	4	1	4	3	4	
99	0	4	4	1	4	4	2	
100	0	4	4	1	4	4	3	
101	1	2	4	0	4	4	4	
102	1	3	4	0	4	4	4	
103	1	4	2	0	4	4	4	
104	1	4	3	0	4	4	4	
105	1	4	4	0	2	4	4	
106	1	4	4	0	3	4	4	
107	1	4	4	0	4	2	4	
108	1	4	4	0	4	3	4	
109	1	4	4	0	4	4	2	
110	1	4	4	0	4	4	3	
111	1	2	4	1	4	4	4	
112	1	3	4	1	4	4	4	
113	1	4	2	1	4	4	4	
114	1	4	3	1	4	4	4	
115	1	4	4	1	2	4	4	
116	1	4	4	1	3	4	4	
117	1	4	4	1	4	2	4	
118	1	4	4	1	4	3	4	
119	1	4	4	1	4	4	2	
120	1	4	4	1	4	4	3	
121	0	2	4	4	0	4	4	
122	0	3	4	4	0	4	4	
123	0	4	2	4	0	4	4	
124	0	4	3	4	0	4	4	
125	0	4	4	2	0	4	4	
126	0	4	4	3	0	4	4	
127	0	4	4	4	0	2	4	
128	0	4	4	4	0	3	4	
129	0	4	4	4	0	4	2	
130	0	4	4	4	0	4	3	
131	0	2	4	4	1	4	4	
132	0	3	4	4	1	4	4	
133	0	4	2	4	1	4	4	
134	0	4	3	4	1	4	4	
135	0	4	4	2	1	4	4	
136	0	4	4	3	1	4	4	
137	0	4	4	4	1	2	4	
138	0	4	4	4	1	3	4	
139	0	4	4	4	1	4	2	
140	0	4	4	4	1	4	3	
141	1	2	4	4	0	4	4	
142	1	3	4	4	0	4	4	
143	1	4	2	4	0	4	4	
144	1	4	3	4	0	4	4	
145	1	4	4	2	0	4	4	
146	1	4	4	3	0	4	4	
147	1	4	4	4	0	2	4	
148	1	4	4	4	0	3	4	
149	1	4	4	4	0	4	2	
150	1	4	4	4	0	4	3	
151	1	2	4	4	1	4	4	
152	1	3	4	4	1	4	4	
153	1	4	2	4	1	4	4	
154	1	4	3	4	1	4	4	
155	1	4	4	2	1	4	4	
156	1	4	4	3	1	4	4	
157	1	4	4	4	1	2	4	
158	1	4	4	4	1	3	4	
159	1	4	4	4	1	4	2	
160	1	4	4	4	1	4	3	
161	0	2	4	4	4	0	4	
162	0	3	4	4	4	0	4	
163	0	4	2	4	4	0	4	
164	0	4	3	4	4	0	4	
165	0	4	4	2	4	0	4	
166	0	4	4	3	4	0	4	
167	0	4	4	4	2	0	4	
168	0	4	4	4	3	0	4	
169	0	4	4	4	4	0	2	
170	0	4	4	4	4	0	3	
171	0	2	4	4	4	1	4	
172	0	3	4	4	4	1	4	
173	0	4	2	4	4	1	4	
174	0	4	3	4	4	1	4	
175	0	4	4	2	4	1	4	
176	0	4	4	3	4	1	4	
177	0	4	4	4	2	1	4	
178	0	4	4	4	3	1	4	
179	0	4	4	4	4	1	2	
180	0	4	4	4	4	1	3	
181	1	2	4	4	4	0	4	
182	1	3	4	4	4	0	4	
183	1	4	2	4	4	0	4	
184	1	4	3	4	4	0	4	
185	1	4	4	2	4	0	4	
186	1	4	4	3	4	0	4	
187	1	4	4	4	2	0	4	
188	1	4	4	4	3	0	4	
189	1	4	4	4	4	0	2	
190	1	4	4	4	4	0	3	
191	1	2	4	4	4	1	4	
192	1	3	4	4	4	1	4	
193	1	4	2	4	4	1	4	
194	1	4	3	4	4	1	4	
195	1	4	4	2	4	1	4	
196	1	4	4	3	4	1	4	
197	1	4	4	4	2	1	4	
198	1	4	4	4	3	1	4	
199	1	4	4	4	4	1	2	
200	1	4	4	4	4	1	3	
201	0	2	4	4	4	4	0	
202	0	3	4	4	4	4	0	
203	0	4	2	4	4	4	0	
204	0	4	3	4	4	4	0	
205	0	4	4	2	4	4	0	
206	0	4	4	3	4	4	0	
207	0	4	4	4	2	4	0	
208	0	4	4	4	3	4	0	
209	0	4	4	4	4	2	0	
210	0	4	4	4	4	3	0	
211	0	2	4	4	4	4	1	
212	0	3	4	4	4	4	1	
213	0	4	2	4	4	4	1	
214	0	4	3	4	4	4	1	
215	0	4	4	2	4	4	1	
216	0	4	4	3	4	4	1	
217	0	4	4	4	2	4	1	
218	0	4	4	4	3	4	1	
219	0	4	4	4	4	2	1	
220	0	4	4	4	4	3	1	
221	1	2	4	4	4	4	0	
222	1	3	4	4	4	4	0	
223	1	4	2	4	4	4	0	
224	1	4	3	4	4	4	0	
225	1	4	4	2	4	4	0	
226	1	4	4	3	4	4	0	
227	1	4	4	4	2	4	0	
228	1	4	4	4	3	4	0	
229	1	4	4	4	4	2	0	
230	1	4	4	4	4	3	0	
231	1	2	4	4	4	4	1	
232	1	3	4	4	4	4	1	
233	1	4	2	4	4	4	1	
234	1	4	3	4	4	4	1	
235	1	4	4	2	4	4	1	
236	1	4	4	3	4	4	1	
237	1	4	4	4	2	4	1	
238	1	4	4	4	3	4	1	
239	1	4	4	4	4	2	1	
240	1	4	4	4	4	3	1	
241	2	0	0	4	4	4	4	
242	3	0	0	4	4	4	4	
243	4	0	0	2	4	4	4	
244	4	0	0	3	4	4	4	
245	4	0	0	4	2	4	4	
246	4	0	0	4	3	4	4	
247	4	0	0	4	4	2	4	
248	4	0	0	4	4	3	4	
249	4	0	0	4	4	4	2	
250	4	0	0	4	4	4	3	
251	2	0	1	4	4	4	4	
252	3	0	1	4	4	4	4	
253	4	0	1	2	4	4	4	
254	4	0	1	3	4	4	4	
255	4	0	1	4	2	4	4	
256	4	0	1	4	3	4	4	
257	4	0	1	4	4	2	4	
258	4	0	1	4	4	3	4	
259	4	0	1	4	4	4	2	
260	4	0	1	4	4	4	3	
261	2	1	0	4	4	4	4	
262	3	1	0	4	4	4	4	
263	4	1	0	2	4	4	4	
264	4	1	0	3	4	4	4	
265	4	1	0	4	2	4	4	
266	4	1	0	4	3	4	4	
267	4	1	0	4	4	2	4	
268	4	1	0	4	4	3	4	
269	4	1	0	4	4	4	2	
270	4	1	0	4	4	4	3	
271	2	1	1	4	4	4	4	
272	3	1	1	4	4	4	4	
273	4	1	1	2	4	4	4	
274	4	1	1	3	4	4	4	
275	4	1	1	4	2	4	4	
276	4	1	1	4	3	4	4	
277	4	1	1	4	4	2	4	
278	4	1	1	4	4	3	4	
279	4	1	1	4	4	4	2	
280	4	1	1	4	4	4	3	
281	2	0	4	0	4	4	4	
282	3	0	4	0	4	4	4	
283	4	0	2	0	4	4	4	
284	4	0	3	0	4	4	4	
285	4	0	4	0	2	4	4	
286	4	0	4	0	3	4	4	
287	4	0	4	0	4	2	4	
288	4	0	4	0	4	3	4	
289	4	0	4	0	4	4	2	
290	4	0	4	0	4	4	3	
291	2	0	4	1	4	4	4	
292	3	0	4	1	4	4	4	
293	4	0	2	1	4	4	4	
294	4	0	3	1	4	4	4	
295	4	0	4	1	2	4	4	
296	4	0	4	1	3	4	4	
297	4	0	4	1	4	2	4	
298	4	0	4	1	4	3	4	
299	4	0	4	1	4	4	2	
300	4	0	4	1	4	4	3	
301	2	1	4	0	4	4	4	
302	3	1	4	0	4	4	4	
303	4	1	2	0	4	4	4	
304	4	1	3	0	4	4	4	
305	4	1	4	0	2	4	4	
306	4	1	4	0	3	4	4	
307	4	1	4	0	4	2	4	
308	4	1	4	0	4	3	4	
309	4	1	4	0	4	4	2	
310	4	1	4	0	4	4	3	
311	2	1	4	1	4	4	4	
312	3	1	4	1	4	4	4	
313	4	1	2	1	4	4	4	
314	4	1	3	1	4	4	4	
315	4	1	4	1	2	4	4	
316	4	1	4	1	3	4	4	
317	4	1	4	1	4	2	4	
318	4	1	4	1	4	3	4	
319	4	1	4	1	4	4	2	
320	4	1	4	1	4	4	3	
321	2	0	4	4	0	4	4	
322	3	0	4	4	0	4	4	
323	4	0	2	4	0	4	4	
324	4	0	3	4	0	4	4	
325	4	0	4	2	0	4	4	
326	4	0	4	3	0	4	4	
327	4	0	4	4	0	2	4	
328	4	0	4	4	0	3	4	
329	4	0	4	4	0	4	2	
330	4	0	4	4	0	4	3	
331	2	0	4	4	1	4	4	
332	3	0	4	4	1	4	4	
333	4	0	2	4	1	4	4	
334	4	0	3	4	1	4	4	
335	4	0	4	2	1	4	4	
336	4	0	4	3	1	4	4	
337	4	0	4	4	1	2	4	
338	4	0	4	4	1	3	4	
339	4	0	4	4	1	4	2	
340	4	0	4	4	1	4	3	
341	2	1	4	4	0	4	4	
342	3	1	4	4	0	4	4	
343	4	1	2	4	0	4	4	
344	4	1	3	4	0	4	4	
345	4	1	4	2	0	4	4	
346	4	1	4	3	0	4	4	
347	4	1	4	4	0	2	4	
348	4	1	4	4	0	3	4	
349	4	1	4	4	0	4	2	
350	4	1	4	4	0	4	3	
351	2	1	4	4	1	4	4	
352	3	1	4	4	1	4	4	
353	4	1	2	4	1	4	4	
354	4	1	3	4	1	4	4	
355	4	1	4	2	1	4	4	
356	4	1	4	3	1	4	4	
357	4	1	4	4	1	2	4	
358	4	1	4	4	1	3	4	
359	4	1	4	4	1	4	2	
360	4	1	4	4	1	4	3	
361	2	0	4	4	4	0	4	
362	3	0	4	4	4	0	4	
363	4	0	2	4	4	0	4	
364	4	0	3	4	4	0	4	
365	4	0	4	2	4	0	4	
366	4	0	4	3	4	0	4	
367	4	0	4	4	2	0	4	
368	4	0	4	4	3	0	4	
369	4	0	4	4	4	0	2	
370	4	0	4	4	4	0	3	
371	2	0	4	4	4	1	4	
372	3	0	4	4	4	1	4	
373	4	0	2	4	4	1	4	
374	4	0	3	4	4	1	4	
375	4	0	4	2	4	1	4	
376	4	0	4	3	4	1	4	
377	4	0	4	4	2	1	4	
378	4	0	4	4	3	1	4	
379	4	0	4	4	4	1	2	
380	4	0	4	4	4	1	3	
381	2	1	4	4	4	0	4	
382	3	1	4	4	4	0	4	
383	4	1	2	4	4	0	4	
384	4	1	3	4	4	0	4	
385	4	1	4	2	4	0	4	
386	4	1	4	3	4	0	4	
387	4	1	4	4	2	0	4	
388	4	1	4	4	3	0	4	
389	4	1	4	4	4	0	2	
390	4	1	4	4	4	0	3	
391	2	1	4	4	4	1	4	
392	3	1	4	4	4	1	4	
393	4	1	2	4	4	1	4	
394	4	1	3	4	4	1	4	
395	4	1	4	2	4	1	4	
396	4	1	4	3	4	1	4	
397	4	1	4	4	2	1	4	
398	4	1	4	4	3	1	4	
399	4	1	4	4	4	1	2	
400	4	1	4	4	4	1	3	
401	2	0	4	4	4	4	0	
402	3	0	4	4	4	4	0	
403	4	0	2	4	4	4	0	
404	4	0	3	4	4	4	0	
405	4	0	4	2	4	4	0	
406	4	0	4	3	4	4	0	
407	4	0	4	4	2	4	0	
408	4	0	4	4	3	4	0	
409	4	0	4	4	4	2	0	
410	4	0	4	4	4	3	0	
411	2	0	4	4	4	4	1	
412	3	0	4	4	4	4	1	
413	4	0	2	4	4	4	1	
414	4	0	3	4	4	4	1	
415	4	0	4	2	4	4	1	
416	4	0	4	3	4	4	1	
417	4	0	4	4	2	4	1	
418	4	0	4	4	3	4	1	
419	4	0	4	4	4	2	1	
420	4	0	4	4	4	3	1	
421	2	1	4	4	4	4	0	
422	3	1	4	4	4	4	0	
423	4	1	2	4	4	4	0	
424	4	1	3	4	4	4	0	
425	4	1	4	2	4	4	0	
426	4	1	4	3	4	4	0	
427	4	1	4	4	2	4	0	
428	4	1	4	4	3	4	0	
429	4	1	4	4	4	2	0	
430	4	1	4	4	4	3	0	
431	2	1	4	4	4	4	1	
432	3	1	4	4	4	4	1	
433	4	1	2	4	4	4	1	
434	4	1	3	4	4	4	1	
435	4	1	4	2	4	4	1	
436	4	1	4	3	4	4	1	
437	4	1	4	4	2	4	1	
438	4	1	4	4	3	4	1	
439	4	1	4	4	4	2	1	
440	4	1	4	4	4	3	1	
441	2	4	0	0	4	4	4	
442	3	4	0	0	4	4	4	
443	4	2	0	0	4	4	4	
444	4	3	0	0	4	4	4	
445	4	4	0	0	2	4	4	
446	4	4	0	0	3	4	4	
447	4	4	0	0	4	2	4	
448	4	4	0	0	4	3	4	
449	4	4	0	0	4	4	2	
450	4	4	0	0	4	4	3	
451	2	4	0	1	4	4	4	
452	3	4	0	1	4	4	4	
453	4	2	0	1	4	4	4	
454	4	3	0	1	4	4	4	
455	4	4	0	1	2	4	4	
456	4	4	0	1	3	4	4	
457	4	4	0	1	4	2	4	
458	4	4	0	1	4	3	4	
459	4	4	0	1	4	4	2	
460	4	4	0	1	4	4	3	
461	2	4	1	0	4	4	4	
462	3	4	1	0	4	4	4	
463	4	2	1	0	4	4	4	
464	4	3	1	0	4	4	4	
465	4	4	1	0	2	4	4	
466	4	4	1	0	3	4	4	
467	4	4	1	0	4	2	4	
468	4	4	1	0	4	3	4	
469	4	4	1	0	4	4	2	
470	4	4	1	0	4	4	3	
471	2	4	1	1	4	4	4	
472	3	4	1	1	4	4	4	
473	4	2	1	1	4	4	4	
474	4	3	1	1	4	4	4	
475	4	4	1	1	2	4	4	
476	4	4	1	1	3	4	4	
477	4	4	1	1	4	2	4	
478	4	4	1	1	4	3	4	
479	4	4	1	1	4	4	2	
480	4	4	1	1	4	4	3	
481	2	4	0	4	0	4	4	
482	3	4	0	4	0	4	4	
483	4	2	0	4	0	4	4	
484	4	3	0	4	0	4	4	
485	4	4	0	2	0	4	4	
486	4	4	0	3	0	4	4	
487	4	4	0	4	0	2	4	
488	4	4	0	4	0	3	4	
489	4	4	0	4	0	4	2	
490	4	4	0	4	0	4	3	
491	2	4	0	4	1	4	4	
492	3	4	0	4	1	4	4	
493	4	2	0	4	1	4	4	
494	4	3	0	4	1	4	4	
495	4	4	0	2	1	4	4	
496	4	4	0	3	1	4	4	
497	4	4	0	4	1	2	4	
498	4	4	0	4	1	3	4	
499	4	4	0	4	1	4	2	
500	4	4	0	4	1	4	3	
